Question,All Answers,Correct Answer,source_path,source_type
"In the abdominal X-ray, what is the characteristic finding seen?",A. Right kidney B. Left kidney C. Diapgragm D. Liver E. Stomach F. Collapsed bowel G. Air-fluid level H. Air under diaphragm,G. Air-fluid level,data/Dataset_Eval/PubMed_Images/748.png,image
"In the abdominal X-ray, what is being represented by the red asterisk?",A. Right kidney B. Pellets from shortgun injury C. Diapgragm D. Liver E. Stomach F. Collapsed bowel G. Air-fluid level H. Air under diaphragm,B. Pellets from shortgun injury,data/Dataset_Eval/PubMed_Images/749.png,image
"In the X-ray labeled (B), what anatomical structure is located at the red asterisk?",A. Right iliac crest B. Right acetabulum C. Right femoral head D. Right pubic symphysis E. Right sacroiliac joint F. Right greater trochanter G. Right ischium H. Right femur,A. Right iliac crest,data/Dataset_Eval/PubMed_Images/750.png,image
"In the X-ray labeled (B), what anatomical structure is located at the red asterisk?",A. Right iliac crest B. Left inefrior pubic ramus C. Right femoral head D. Right inefrior pubic ramus E. Right sacroiliac joint F. Right greater trochanter G. Left superior pubic ramus H. Right superior pubic ramus,H. Right superior pubic ramus,data/Dataset_Eval/PubMed_Images/751.png,image
Identify the anatomical localization of the red asterisk (*) in the provided X-ray image of the hip.,A. Greater trochanter of the femur B. Lesser trochanter of the femur C. Femoral head D. Acetabulum E. Ischial tuberosity F. Pubic symphysis G. Iliac crest H. Femoral neck,A. Greater trochanter of the femu,data/Dataset_Eval/PubMed_Images/752.png,image
Identify the anatomical localization of the red asterisk (*) in the provided X-ray image of the hip.,A. Greater trochanter of the femur B. Lesser trochanter of the femur C. Femoral head D. Acetabulum E. Ischial tuberosity F. Pubic symphysis G. Iliac crest H. Femoral neck,C. Femoral head,data/Dataset_Eval/PubMed_Images/753.png,image
Identify the anatomical localization of the red asterisk (*) in the provided X-ray image of the hand.,A. Proximal phalanx of the index finger B. Middle phalanx of the index finger C. Distal phalanx of the index finger D. Proximal phalanx of the middle finger E. Middle phalanx of the middle finger F. Distal phalanx of the middle finger G. Proximal phalanx of the ring finger H. Middle phalanx of the ring finger,G. Proximal phalanx of the ring finger,data/Dataset_Eval/PubMed_Images/754.png,image
Identify the anatomical localization of the red asterisk (*) in the provided X-ray image of the hand.,A. Distal radius B. Distal ulna C. Scaphoid bone D. Lunate bone E. Triquetrum bone F. Pisiform bone G. Capitate bone H. Hamate bone,A. Distal radius,data/Dataset_Eval/PubMed_Images/755.png,image
Identify the anatomical localization of the red asterisk (*) in the provided X-ray image of the hand.,A. Distal radius B. Distal ulna C. Scaphoid bone D. Lunate bone E. Triquetrum bone F. Pisiform bone G. Capitate bone H. Hamate bone,B. Distal ulna,data/Dataset_Eval/PubMed_Images/756.png,image
Identify the anatomical localization of the red asterisk (*) in the provided X-ray image of the hand.,A. Fourth metacarpal B. Second metacarpal C. Distal phalanx of the index finger D. Proximal phalanx of the middle finger E. Middle phalanx of the middle finger F. Distal phalanx of the middle finger G. Third metacarpal H. Middle phalanx of the ring finger,G. Third metacarpal,data/Dataset_Eval/PubMed_Images/757.png,image
Identify the anatomical localization of the red asterisk (*) in the provided X-ray image of the hand.,A. Distal radius B. Distal ulna C. Scaphoid bone D. Lunate bone E. Triquetrum bone F. Pisiform bone G. Capitate bone H. Hamate bone,C. Scaphoid bone,data/Dataset_Eval/PubMed_Images/758.png,image
Identify the anatomical localization of the red asterisk (*) in the provided X-ray image of the foot.,A. Calcaneus B. Tibia C. Navicular bone D. Cuboid bone E. Medial cuneiform F. Lateral cuneiform G. Metatarsal bone H. Fibula,H. Fibula,data/Dataset_Eval/PubMed_Images/759.png,image
Identify the anatomical localization of the red asterisk (*) in the provided X-ray image of the foot.,A. Calcaneus B. Tibia C. Navicular bone D. Cuboid bone E. Medial cuneiform F. Lateral cuneiform G. Metatarsal bone H. Fibula,B. Tibia,data/Dataset_Eval/PubMed_Images/760.png,image
Identify the anatomical localization of the red asterisk (*) in the provided X-ray image of the foot.,A. Calcaneus B. Talus C. Navicular bone D. Cuboid bone E. Medial cuneiform F. Intermediate cuneiform G. Lateral cuneiform H. Metatarsal bone,D. Cuboid bone,data/Dataset_Eval/PubMed_Images/761.png,image
Identify the anatomical localization of the red asterisk (*) in the provided X-ray image of the foot.,A. First metatarsal bone B. Second metatarsal bone C. Third metatarsal bone D. Fourth metatarsal bone E. Fifth metatarsal bone F. Navicular bone G. Cuboid bone H. Talus,A. First metatarsal bone,data/Dataset_Eval/PubMed_Images/762.png,image
Identify the anatomical localization of the red asterisk (*) in the provided images of the skull.,A. Zygomatic bone B. Maxilla C. Nasal bone D. Mandible E. Frontal bone F. Parietal bone G. Temporal bone H. Sphenoid bone,E. Frontal bone,data/Dataset_Eval/PubMed_Images/763.png,image
Identify the anatomical localization of the red asterisk (*) in the provided images of the skull.,A. Zygomatic bone B. Maxilla C. Nasal bone D. Mandible E. Frontal bone F. Parietal bone G. Temporal bone H. Occipital bone,H. Occipital bone,data/Dataset_Eval/PubMed_Images/764.png,image
Identify the anatomical localization of the red asterisk (*) in the provided images of the skull.,A. Zygomatic bone B. Maxilla C. Nasal bone D. Mandible E. Frontal bone F. Parietal bone G. Temporal bone H. Sphenoid bone,D. Mandible,data/Dataset_Eval/PubMed_Images/765.png,image
Identify the anatomical localization of the red asterisk (*) in the provided images of the skull.,A. Zygomatic bone B. Maxilla C. Nasal bone D. Mandible E. Frontal bone F. Parietal bone G. Temporal bone H. Sphenoid bone,A. Zygomatic bone,data/Dataset_Eval/PubMed_Images/766.png,image
Identify the anatomical localization of the red asterisk (*) in the provided images of the skull.,A. Zygomatic bone B. Maxilla C. Nasal bone D. Mandible E. Frontal bone F. Parietal bone G. Temporal bone H. Sphenoid bone,B. Maxilla,data/Dataset_Eval/PubMed_Images/767.png,image
What is the most likely pathological condition indicated by the yellow arrow in the provided X-ray image of the femur?,A. Osteoarthritis B. Osteoporosis C. Femoral neck fracture D. Femoral shaft fracture E. Osteomyelitis F. Bone tumor G. Paget's disease H. Stress fracture,D. Femoral shaft fracture,data/Dataset_Eval/PubMed_Images/768.png,image
"What pathological condition is most likely indicated in image (a), which required the surgical intervention shown in image (b)?",A. Rotator cuff tear B. Osteoarthritis of the shoulder C. Shoulder dislocation D. Proximal humerus fracture E. Acromioclavicular joint separation F. Osteomyelitis of the humerus G. Glenoid labrum tear H. Clavicle fracture,D. Proximal humerus fracture,data/Dataset_Eval/PubMed_Images/769.png,image
What imaging modality is shown in the provided images (b and c)?,A. Computed Tomography (CT) B. Magnetic Resonance Imaging (MRI) C. Positron Emission Tomography (PET) D. Diffusion Tensor Imaging (DTI) E. Functional MRI (fMRI) F. Single Photon Emission Computed Tomography (SPECT) G. Ultrasound H. X-ray,D. Diffusion Tensor Imaging (DTI),data/Dataset_Eval/PubMed_Images/770.png,image
What imaging modality is shown in the provided image?,A. Computed Tomography (CT) B. Magnetic Resonance Imaging (MRI) C. Intravenous Pyelogram (IVP) D. Positron Emission Tomography (PET) E. Functional MRI (fMRI) F. Single Photon Emission Computed Tomography (SPECT) G. Ultrasound H. X-ray,C. Intravenous Pyelogram (IVP),data/Dataset_Eval/PubMed_Images/771.png,image
What anatomical structure is highlighted by the dye in the provided image?,A. Liver B. Spleen C. Right kidney D. Bladder E. Ureter F. Pancreas G. Left kidney H. Adrenal gland,C. Right kidney,data/Dataset_Eval/PubMed_Images/772.png,image
What imaging modality is shown in the provided image?,A. Computed Tomography (CT) B. Magnetic Resonance Imaging (MRI) C. Positron Emission Tomography (PET) D. Functional MRI (fMRI) E. Single Photon Emission Computed Tomography (SPECT) F. Ultrasound G. X-ray H. Intravenous Pyelogram (IVP),C. Positron Emission Tomography (PET),data/Dataset_Eval/PubMed_Images/773.png,image
What is the primary use of the imaging modality shown in the provided image?,A. Detecting fractures B. Evaluating blood flow C. Identifying metabolic activity D. Assessing bone density E. Visualizing soft tissue structures F. Diagnosing kidney stones G. Imaging the spinal cord H. Viewing the gastrointestinal tract,C. Identifying metabolic activity,,
Which structures are showing more than physiological uptake in the provided PET scan image?,A. Liver B. Lungs C. Heart D. Cervical lymph nodes E. Pancreas F. Spleen G. Kidneys H. Bladder,D. Cervical lymph nodes,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
Which receptor is implicated in regulating synaptic pruning and long-term depression in major depressive disorder (MDD) through activation of mTOR according to the document?,A. DRD2 B. NEGR1 C. CELF4 D. TRAF3 E. FADS1 F. SPPL3 G. LAMB2 H. CCDC71,A. DRD2,data/Dataset_Eval/PubMed_Pdfs/801.csv,pdf
Which neurotransmitter with a major role in major depressive disorder (MDD) is predominantly affected by the kynurenine pathway?,A. Serotonin (5-HT) B. Dopamine C. Glutamate D. Noradrenaline E. GABA F. Acetylcholine G. Glycine H. Histamine,A. Serotonin (5-HT),data/Dataset_Eval/PubMed_Pdfs/802.csv,pdf
"Which signaling pathway is implicated in rapid and sustained antidepressant responses, such as those seen with ketamine?",A. Monoamine pathway B. Neurotrophic pathway C. Glutamatergic system D. Inflammatory pathway E. Mitochondrial pathway F. Opioid system G. Stress hormone pathway H. Epigenetic regulation,C. Glutamatergic system,data/Dataset_Eval/PubMed_Pdfs/803.csv,pdf
Which epigenetic alteration is commonly found in genes involved in neuronal circuitry formation and plasticity in major depressive disorder (MDD)?,A. DNA methylation B. Histone acetylation C. RNA interference D. Chromatin remodeling E. Genome editing F. Histone phosphorylation G. Non-coding RNA regulation H. DNA acetylation,A. DNA methylation,data/Dataset_Eval/PubMed_Pdfs/804.csv,pdf
Which hypothesis suggests that high levels of glucocorticoids (GCs) play a core role in the pathogenesis of major depressive disorder (MDD)?,A. Monoamine hypothesis B. Inflammatory hypothesis C. Genetic and epigenetic anomaly hypothesis D. Hypothalamic-pituitary (HPA) axis dysfunction hypothesis E. Structural and functional brain remodeling hypothesis F. Social psychological hypothesis G. Neurotrophic hypothesis H. Mitochondrial dysfunction hypothesis,D. Hypothalamic-pituitary (HPA) axis dysfunction hypothesis,data/Dataset_Eval/PubMed_Pdfs/805.csv,pdf
Which factor has been shown to be lower in the prefrontal cortex of patients with major depressive disorder (MDD) according to postmortem studies according to the document?,A. BDNF levels B. Glial cell density C. Serotonin levels D. Dopamine receptor expression E. Cortisol levels F. Inflammatory markers G. Synaptic proteins H. Neurotrophic factors,B. Glial cell density,data/Dataset_Eval/PubMed_Pdfs/806.csv,pdf
"Which cytokine is commonly increased in patients with major depressive disorder (MDD), contributing to the inflammatory hypothesis of the disease?",A. IL-2 B. IL-4 C. IL-6 D. IL-10 E. IL-11. IFN-γ G. IL-13 H. IL-18,C. IL-6,data/Dataset_Eval/PubMed_Pdfs/807.csv,pdf
What is the role of brain-derived neurotrophic factor (BDNF) in the treatment of major depressive disorder (MDD)?,A. Decreases synaptic plasticity B. Inhibits neurogenesis C. Reduces inflammation D. Increases synaptic function and plasticity E. Enhances oxidative stress F. Lowers mitochondrial function G. Decreases synaptic function H. Diminishes neurotrophin levels,D. Increases synaptic function and plasticity,data/Dataset_Eval/PubMed_Pdfs/808.csv,pdf
Which hormone's dysregulation is often linked to the pathophysiology of major depressive disorder (MDD) and the Hypothalamic-pituitary (HPA) axis hypothesis?,A. Serotonin B. Dopamine C. Cortisol D. Norepinephrine E. Melatonin F. GABA G. Glutamate H. Acetylcholine,C. Cortisol,data/Dataset_Eval/PubMed_Pdfs/809.csv,pdf
Which form of neuromodulation therapy is one of the most effective treatments for major depressive disorder (MDD)?,A. Electroconvulsive therapy (ECT) B. Transcranial magnetic stimulation (TMS) C. Vagus nerve stimulation (VNS) D. Deep brain stimulation (DBS) E. Transcranial direct current stimulation (tDCS) F. Light therapy G. Cognitive behavioral therapy (CBT) H. Acupuncture,A. Electroconvulsive therapy (ECT),data/Dataset_Eval/PubMed_Pdfs/810.csv,pdf
